scenario,model,dataset,feature_set,n_features,n_samples,prevalence,auc_ci_lower,auc_ci_upper,train_time_s,auc,pr_auc,accuracy,precision,recall,f1,threshold,components
zero_shot_raw,lasso,hungarian,raw,13,294,36.1,0.8277468739599677,0.917257085020243,2.11,0.8739963869931755,0.8249628084376988,0.7448979591836735,0.6013071895424836,0.8679245283018868,0.7104247104247104,0.8072660542542375,
zero_shot_raw,lasso,switzerland,raw,13,123,93.5,0.435960591133005,0.8694444444444445,2.11,0.6652173913043478,0.9648731616974171,0.9024390243902439,0.9478260869565217,0.9478260869565217,0.9478260869565217,0.974084950497956,
zero_shot_raw,lasso,va_longbeach,raw,13,200,74.5,0.6224447225698789,0.7831340956340956,2.1,0.7076589024871693,0.8545494702301487,0.755,0.7659574468085106,0.9664429530201343,0.8545994065281899,0.978495795911746,
zero_shot_raw,elastic_net,cleveland,raw,13,303,45.9,0.8714535137494545,0.937903366474795,2.1,0.9067818915599227,0.9050140284741728,0.8184818481848185,0.795774647887324,0.8129496402877698,0.8042704626334519,0.7232234528280035,
zero_shot_raw,elastic_net,hungarian,raw,13,294,36.1,0.8277468739599677,0.917257085020243,2.13,0.8739963869931755,0.8249628084376988,0.7448979591836735,0.6013071895424836,0.8679245283018868,0.7104247104247104,0.8072705676122555,
zero_shot_raw,elastic_net,switzerland,raw,13,123,93.5,0.435960591133005,0.8694444444444445,2.13,0.6652173913043478,0.9648731616974171,0.9024390243902439,0.9478260869565217,0.9478260869565217,0.9478260869565217,0.974083688296611,
zero_shot_raw,elastic_net,va_longbeach,raw,13,200,74.5,0.6217790570175438,0.7830621610346267,2.12,0.7075273062245032,0.854460785792265,0.755,0.7659574468085106,0.9664429530201343,0.8545994065281899,0.9784964908818043,
zero_shot_raw,knn,cleveland,raw,13,303,45.9,0.875130821559393,0.941348334205477,0.39,0.9106422179329707,0.9031481978243593,0.8250825082508251,0.8028169014084507,0.8201438848920863,0.8113879003558719,0.7728296175217708,
zero_shot_raw,knn,hungarian,raw,13,294,36.1,0.8496948653198653,0.9261340826977118,0.47,0.8889251304696908,0.7892958387130645,0.7482993197278912,0.5975609756097561,0.9245283018867925,0.725925925925926,0.7512553308238715,
zero_shot_raw,knn,switzerland,raw,13,123,93.5,0.4491525423728814,0.8945652173913043,0.34,0.6782608695652175,0.9607859555103522,0.9186991869918699,0.9487179487179487,0.9652173913043478,0.9568965517241379,0.5288085035683922,
zero_shot_raw,knn,va_longbeach,raw,13,200,74.5,0.5500625782227785,0.72166968053044,0.37,0.6367943150414529,0.8144128202050671,0.755,0.7604166666666666,0.9798657718120806,0.8563049853372434,0.9521115768862447,
zero_shot_raw,ensemble_rank_blend_raw,cleveland,raw,13,303,45.9,0.8828159352739424,0.9447938504542278,,0.9160817687313564,0.9119832862873454,0.8250825082508251,0.7866666666666666,0.8489208633093526,0.8166089965397924,0.6050605060506051,"catboost,xgboost,lightgbm"
zero_shot_raw,ensemble_rank_blend_raw,hungarian,raw,13,294,36.1,0.8194812334449497,0.9088060088060088,,0.8661682055399439,0.8246489322319385,0.7448979591836735,0.6054421768707483,0.839622641509434,0.7035573122529645,0.6507936507936508,"catboost,xgboost,lightgbm"
zero_shot_raw,ensemble_rank_blend_raw,switzerland,raw,13,123,93.5,0.5517241379310345,0.9097222222222221,,0.7396739130434782,0.9759578336267261,0.5528455284552846,0.9838709677419355,0.5304347826086957,0.6892655367231638,0.47696476964769646,"catboost,xgboost,lightgbm"
zero_shot_raw,ensemble_rank_blend_raw,va_longbeach,raw,13,200,74.5,0.6344500064176615,0.7861904761904761,,0.7124621660744834,0.8690389130684523,0.62,0.8476190476190476,0.5973154362416108,0.7007874015748031,0.6016666666666667,"catboost,xgboost,lightgbm"
zero_shot_raw,svc,cleveland,raw,13,303,45.9,0.8708071278825996,0.9377708978328174,49.75,0.9066941568696263,0.9057382929346989,0.8250825082508251,0.8071428571428572,0.8129496402877698,0.8100358422939068,0.7424536472911754,
zero_shot_raw,svc,hungarian,raw,13,294,36.1,0.8279207516339869,0.9176877470355732,49.58,0.873896025692493,0.8246271291018558,0.7414965986394558,0.5961538461538461,0.8773584905660378,0.7099236641221374,0.8270816517497666,
zero_shot_raw,svc,switzerland,raw,13,123,93.5,0.43611111111111117,0.8666666666666667,49.62,0.6641304347826087,0.9649358595104598,0.9024390243902439,0.9478260869565217,0.9478260869565217,0.9478260869565217,0.9767114195125879,
zero_shot_raw,svc,va_longbeach,raw,13,200,74.5,0.6199373040752352,0.7814449064449064,49.68,0.7055533622845112,0.8547441478009501,0.755,0.7659574468085106,0.9664429530201343,0.8545994065281899,0.9742670238463228,
zero_shot_raw,pytorch_mlp,cleveland,raw,13,303,45.9,0.8870811714009322,0.9468209129226077,347.32,0.9192840849271803,0.9136116123519586,0.8250825082508251,0.7986111111111112,0.8273381294964028,0.8127208480565371,0.7329965829849243,
zero_shot_raw,pytorch_mlp,hungarian,raw,13,294,36.1,0.8245245196303721,0.912043512043512,347.52,0.8694299478121237,0.812979120331344,0.7346938775510204,0.5897435897435898,0.8679245283018868,0.7022900763358778,0.767423689365387,
zero_shot_raw,pytorch_mlp,switzerland,raw,13,123,93.5,0.5341880341880342,0.9027093596059114,347.5,0.7282608695652175,0.9744510450940889,0.8780487804878049,0.9545454545454546,0.9130434782608695,0.9333333333333333,0.7430225014686584,
zero_shot_raw,pytorch_mlp,va_longbeach,raw,13,200,74.5,0.6360984271943178,0.7853024168813643,347.74,0.7137123305698118,0.8765586183088111,0.77,0.7696335078534031,0.9865771812080537,0.8647058823529412,0.9558262228965759,
zero_shot_stats,catboost,cleveland,raw+competition_stats,78,303,45.9,0.8786190559747324,0.9435661927051135,181.67,0.9133181259870153,0.9117362479753413,0.8316831683168316,0.8098591549295775,0.8273381294964028,0.8185053380782918,0.7607285997089301,
zero_shot_stats,catboost,hungarian,raw+competition_stats,78,294,36.1,0.8010233918128655,0.8954912824683576,181.74,0.8489562424729025,0.7820689329324997,0.6904761904761905,0.5428571428571428,0.8962264150943396,0.6761565836298933,0.8852482239741267,
zero_shot_stats,catboost,switzerland,raw+competition_stats,78,123,93.5,0.5101694915254237,0.8928571428571429,181.72,0.7130434782608697,0.9719809088406531,0.926829268292683,0.9416666666666667,0.9826086956521739,0.9617021276595744,0.9739894854979303,
zero_shot_stats,catboost,va_longbeach,raw+competition_stats,78,200,74.5,0.6064180618975139,0.7605606000789578,184.34,0.6833135938939334,0.8574872236568545,0.75,0.7619047619047619,0.9664429530201343,0.8520710059171598,0.9854107505605588,
zero_shot_stats,xgboost,cleveland,raw+competition_stats,78,303,45.9,0.877258838934963,0.9425522454424189,48.44,0.9124407790840499,0.9109081009486231,0.8283828382838284,0.8129496402877698,0.8129496402877698,0.8129496402877698,0.817716121673584,
zero_shot_stats,xgboost,hungarian,raw+competition_stats,78,294,36.1,0.7773115773115773,0.876962323390895,50.58,0.8280810919309514,0.7462134810612515,0.6938775510204082,0.5481927710843374,0.8584905660377359,0.6691176470588235,0.8540552258491516,
zero_shot_stats,xgboost,switzerland,raw+competition_stats,78,123,93.5,0.4658119658119658,0.9137931034482758,53.36,0.7032608695652174,0.968052726687077,0.926829268292683,0.9416666666666667,0.9826086956521739,0.9617021276595744,0.9701712727546692,
zero_shot_stats,xgboost,va_longbeach,raw+competition_stats,78,200,74.5,0.6144269028366063,0.7698118797215228,58.23,0.6926569285432294,0.8675127242353924,0.745,0.7634408602150538,0.9530201342281879,0.8477611940298507,0.9755702018737793,
zero_shot_stats,lightgbm,cleveland,raw+competition_stats,78,303,45.9,0.8759740828298748,0.942133263561835,92.18,0.9117389015616775,0.9114131680445912,0.8250825082508251,0.7986111111111112,0.8273381294964028,0.8127208480565371,0.6729066217360514,
zero_shot_stats,lightgbm,hungarian,raw+competition_stats,78,294,36.1,0.7690149165559002,0.875209678239211,103.33,0.823163388197511,0.7500311824304985,0.6870748299319728,0.5426829268292683,0.839622641509434,0.6592592592592592,0.7589906727928769,
zero_shot_stats,lightgbm,switzerland,raw+competition_stats,78,123,93.5,0.5399159663865546,0.9243697478991597,103.06,0.741304347826087,0.9748751006520096,0.943089430894309,0.9576271186440678,0.9826086956521739,0.9699570815450643,0.9913219042413082,
zero_shot_stats,lightgbm,va_longbeach,raw+competition_stats,78,200,74.5,0.5999473614949336,0.7681333333333333,102.59,0.6843663639952626,0.8457852244268074,0.74,0.7593582887700535,0.9530201342281879,0.8452380952380952,0.9315248153025277,
zero_shot_stats,random_forest,cleveland,raw+competition_stats,78,303,45.9,0.8830478700043918,0.9460664335664336,304.3,0.9168713809440253,0.912076387558913,0.8217821782178217,0.7814569536423841,0.8489208633093526,0.8137931034482758,0.8042683765514217,
zero_shot_stats,random_forest,hungarian,raw+competition_stats,78,294,36.1,0.8407361660079052,0.9247838341374862,305.75,0.8831041750301085,0.8208852094461843,0.5680272108843537,0.4533333333333333,0.9622641509433962,0.6163141993957704,0.8946679909691733,
zero_shot_stats,random_forest,switzerland,raw+competition_stats,78,123,93.5,0.5431034482758621,0.8846153846153846,306.1,0.7304347826086957,0.974645503818478,0.9186991869918699,0.9411764705882353,0.9739130434782609,0.9572649572649573,0.9610300848887893,
zero_shot_stats,random_forest,va_longbeach,raw+competition_stats,78,200,74.5,0.6040205703599812,0.7599363132444864,305.79,0.6812080536912752,0.8697114432137112,0.745,0.7525773195876289,0.9798657718120806,0.8513119533527697,0.9453658921746732,
zero_shot_stats,extra_trees,cleveland,raw+competition_stats,78,303,45.9,0.8644352203479643,0.9347767857142858,80.01,0.9020661519564835,0.8898625828628555,0.8283828382838284,0.8,0.8345323741007195,0.8169014084507042,0.68125,
zero_shot_stats,extra_trees,hungarian,raw+competition_stats,78,294,36.1,0.8172164366695737,0.9056372549019608,79.03,0.8622792051384987,0.7997440588841563,0.7040816326530612,0.5568862275449101,0.8773584905660378,0.6813186813186813,0.85125,
zero_shot_stats,extra_trees,switzerland,raw+competition_stats,78,123,93.5,0.36111111111111116,0.8305555555555555,78.97,0.5913043478260869,0.9544969907517679,0.9024390243902439,0.9327731092436975,0.9652173913043478,0.9487179487179487,0.7625,
zero_shot_stats,extra_trees,va_longbeach,raw+competition_stats,78,200,74.5,0.5399491812535291,0.7148214285714286,78.72,0.6281747598368207,0.8056930116285195,0.735,0.7580645161290323,0.9463087248322147,0.8417910447761194,0.93125,
zero_shot_stats,logistic_regression,cleveland,raw+competition_stats,78,303,45.9,0.8774187899483409,0.9423364075537988,0.55,0.9120459729777154,0.9113403913451056,0.8382838283828383,0.8260869565217391,0.8201438848920863,0.8231046931407943,0.6704730158611998,
zero_shot_stats,logistic_regression,hungarian,raw+competition_stats,78,294,36.1,0.8038382727772502,0.8985463958582237,0.53,0.8531212364512243,0.7741007290685293,0.7108843537414966,0.5621301775147929,0.8962264150943396,0.6909090909090909,0.7442506052299905,
zero_shot_stats,logistic_regression,switzerland,raw+competition_stats,78,123,93.5,0.38849557522123895,0.8713450292397661,0.54,0.6434782608695652,0.953680162103041,0.9186991869918699,0.9338842975206612,0.9826086956521739,0.9576271186440678,0.9854898606671009,
zero_shot_stats,logistic_regression,va_longbeach,raw+competition_stats,78,200,74.5,0.5929004329004328,0.7520294266869608,0.54,0.673575470456639,0.8494016285760236,0.745,0.7634408602150538,0.9530201342281879,0.8477611940298507,0.9849012556017614,
zero_shot_stats,ensemble_rank_blend_stats,cleveland,raw+competition_stats,78,303,45.9,0.8781746031746032,0.9431460674157304,,0.9128136515178102,0.9118282355776954,0.8217821782178217,0.7777777777777778,0.8561151079136691,0.815068493150685,0.5973597359735975,"catboost,xgboost,lightgbm"
zero_shot_stats,ensemble_rank_blend_stats,hungarian,raw+competition_stats,78,294,36.1,0.7855506822612086,0.8854258605472198,,0.8359092733841831,0.770044338192732,0.7278911564625851,0.5878378378378378,0.8207547169811321,0.6850393700787402,0.6213151927437641,"catboost,xgboost,lightgbm"
zero_shot_stats,ensemble_rank_blend_stats,switzerland,raw+competition_stats,78,123,93.5,0.5173913043478261,0.9222689075630252,,0.7271739130434782,0.9731859154607894,0.5365853658536586,0.967741935483871,0.5217391304347826,0.6779661016949152,0.3143631436314363,"catboost,xgboost,lightgbm"
zero_shot_stats,ensemble_rank_blend_stats,va_longbeach,raw+competition_stats,78,200,74.5,0.6142113095238095,0.7695091459402553,,0.6915383603105673,0.8614639331191389,0.62,0.8543689320388349,0.5906040268456376,0.6984126984126984,0.4716666666666667,"catboost,xgboost,lightgbm"
